200
0.996171184;0.993601393
0.994087966;0.994612198
0.994918877;0.994417001
0.994475736;0.992475443
0.995788809;0.995131384
0.995438187;0.994302387
0.996454884;0.994448331
0.994313301;0.994437302
0.996375301;0.995447623
0.996086247;0.991789708
0.993537941;0.992910281
0.994378356;0.994487747
0.993235361;0.994988589
0.994945255;0.995453103
0.994532224;0.993029858
0.994691221;0.993903362
0.992992057;0.994302675
0.99489219;0.993931205
0.994812867;0.995808668
0.995278534;0.996137744
0.994702294;0.993362853
0.995120874;0.994154911
0.995328465;0.993881395
0.995220044;0.996526526
0.992464075;0.992813521
0.994125545;0.993908217
0.994050969;0.994577982
0.99543891;0.99283142
0.997019892;0.991761789
0.996379727;0.995137088
0.996349772;0.993566076
0.995947699;0.995409424
0.995800184;0.993912442
0.994163103;0.992736087
0.992812286;0.993089332
0.994599457;0.996014808
0.996208017;0.996298826
0.99273415;0.994059355
0.994009549;0.995012497
0.997086776;0.994598952
0.993244351;0.994257494
0.994222;0.996265301
0.995359969;0.994158484
0.996026731;0.991964021
0.994725223;0.994682257
0.992489787;0.994326073
0.996809476;0.996037629
0.995480981;0.994174819
0.996009219;0.995661734
0.993742663;0.99342555
0.993949207;0.994163411
0.995762271;0.991888654
0.99636013;0.99465592
0.995453667;0.991805469
0.99521449;0.994422462
0.995784077;0.993937954
0.993668982;0.993963709
0.995155593;0.993554575
0.995334046;0.992944446
0.996074743;0.993620395
0.994360662;0.992005805
0.994949584;0.9926054
0.994217521;0.992642998
0.995765955;0.992730501
0.995276476;0.994540828
0.995809753;0.993370042
0.995024165;0.993711921
0.995458796;0.995033448
0.996447425;0.995359497
0.994691326;0.994384736
0.996412407;0.994472371
0.99583657;0.993303127
0.993219932;0.994598328
0.994846795;0.993215262
0.995504973;0.995633352
0.99377182;0.993872983
0.994927237;0.994571422
0.994850461;0.992832993
0.996592393;0.99341901
0.995315951;0.993701068
0.994938906;0.994014409
0.99638672;0.994454153
0.99563537;0.994608275
0.995049687;0.994475637
0.995974117;0.993630281
0.994241288;0.993408413
0.994049236;0.994432568
0.994380505;0.993313866
0.99381317;0.992189052
0.995455047;0.994767957
0.99456275;0.992093834
0.995684422;0.993832822
0.996123098;0.995103542
0.993691285;0.995563822
0.99531801;0.99429635
0.995565849;0.994392286
0.99395081;0.995268515
0.99579785;0.995069308
0.993960936;0.994903625
0.994803505;0.993327781
0.996680173;0.996235057
0.996990359;0.9963163
0.996261512;0.995579873
0.99667921;0.996174244
0.997304785;0.995655636
0.996719754;0.995782747
0.996457369;0.994569778
0.996790487;0.995178365
0.996887278;0.994313071
0.997370888;0.995782216
0.99728653;0.99648631
0.996145588;0.996904555
0.996474479;0.99694544
0.997590814;0.996025021
0.996942015;0.996972549
0.995980171;0.996165562
0.996045062;0.996856229
0.996985599;0.996244671
0.996358992;0.99555688
0.996488008;0.995100339
0.995679324;0.996642768
0.997079034;0.995876355
0.996564069;0.995729811
0.996981852;0.9947768
0.996389077;0.992979101
0.996008006;0.996422225
0.99683072;0.995963345
0.995734666;0.997370269
0.995247367;0.996251512
0.997336807;0.995943673
0.995627793;0.996114127
0.996042811;0.995405871
0.996586463;0.995167192
0.996422154;0.997585681
0.996045267;0.99626996
0.997038047;0.995613078
0.99759128;0.997610401
0.998321169;0.995939967
0.995912096;0.996977041
0.996272701;0.995942483
0.995712235;0.995097315
0.99583227;0.995945578
0.994698734;0.996407919
0.996611379;0.994892528
0.997020208;0.997223609
0.996700861;0.995221892
0.997358293;0.994780422
0.997766558;0.99368215
0.997073283;0.996075802
0.997167792;0.996097167
0.996896693;0.994981818
0.996241075;0.99622527
0.996465259;0.995190945
0.997700871;0.994701591
0.997316312;0.997558334
0.997236569;0.996810588
0.996075065;0.993554846
0.997401835;0.996834384
0.997116171;0.996319923
0.99660278;0.993950385
0.996939203;0.996595108
0.995794648;0.99583544
0.997438456;0.995315768
0.996427802;0.996748613
0.996783923;0.996980999
0.997130905;0.997217216
0.997610964;0.99672085
0.996919672;0.995933149
0.997035546;0.996638238
0.996139752;0.997776542
0.995925831;0.996178434
0.996622271;0.996589948
0.996548666;0.995761722
0.996800362;0.996974701
0.997202409;0.995870642
0.99550132;0.997450314
0.997206798;0.995468771
0.996259405;0.997155844
0.996768227;0.997560779
0.996137905;0.995586931
0.996496106;0.996996836
0.997962056;0.994782128
0.995730011;0.996206985
0.997483621;0.996175605
0.996330766;0.997423625
0.996178806;0.995703429
0.996995994;0.995808841
0.996921022;0.996571877
0.996722323;0.995908118
0.998213789;0.997361106
0.99712935;0.996354717
0.996201374;0.995234275
0.997015604;0.997598501
0.997017022;0.995149485
0.997028012;0.995503659
0.99788445;0.995397603
0.995590402;0.996701735
0.996542245;0.997367361
0.996712714;0.994056338
0.99535931;0.994380144
